masked_sentence	mask_token_str	mapping_type	learnerl1	learnerRawScore	annotationErrorType	incorrect_token	incorrect_token_idx	incorrect_token_length	incorrect_token_pos
Maybe , technology will never stop [MASK] and our life will never work without computers .	[MASK]	replacement_correction	Portuguese	24.0	RV	growing	6	7	VBG
For example , all [MASK] such as transports and power stations are ran using computers	[MASK]	replacement_correction	Japanese	38.00	CN	infrastructures	4	15	NNS
For example , all infrastructures such as [MASK] and power stations are ran using computers	[MASK]	replacement_correction	Japanese	38.00	CN	transports	7	10	NNS
For example , all infrastructures such as transports and power stations are [MASK] using computers	[MASK]	replacement_correction	Japanese	38.00	TV	ran	12	3	JJ
Moreover , it might be a good thing that [MASK] usually increase their fame , even if they did anything wrong .	[MASK]	replacement_correction	Japanese	30.00	S	scandales	9	9	VBZ
Moreover , it might be a good thing that scandales usually increase their fame , even if they [MASK] anything wrong .	[MASK]	replacement_correction	Japanese	30.00	TV	did	18	3	VBD
Moreover , it might be a good thing that scandales usually increase their fame , even if they did [MASK] wrong .	[MASK]	replacement_correction	Japanese	30.00	RY	anything	19	8	NN
I would like to choose painting and photography which are my [MASK] ones .	[MASK]	replacement_correction	Spanish	26.0	IJ	favourites	11	10	NNS
Because of [MASK] , I was waited for a long time ,	[MASK]	replacement_correction	Japanese	16.0	RA	it	2	2	PRP
Because of it , I was waited for a long time [MASK]	[MASK]	replacement_correction	Japanese	16.0	RP	,	11	1	,
We [MASK] a brilliant night .	[MASK]	replacement_correction	Japanese	25.0	RV	spent	1	5	VBD
And last , at the end of the [MASK] , we would like to have a drink in the theatre Restaurant , but it was already closed due to the poor attendance .	[MASK]	replacement_correction	French	31.0	RN	program	8	7	NN
And last , at the end of the program , we would [MASK] to have a drink in the theatre Restaurant , but it was already closed due to the poor attendance .	[MASK]	replacement_correction	French	31.0	TV	like	12	4	VB
I am really [MASK] going camping	[MASK]	replacement_correction	Korean	12.0	RV	expecting	3	9	VBG
First I would like to thank you for [MASK] this competition and I would also like to thank you for the prize .	[MASK]	replacement_correction	Portuguese	27.0	RV	doing	8	5	VBG
In addition to this , we [MASK] the luxuery Palace Hotel which is comfortable enough and in a good location .	[MASK]	replacement_correction	Portuguese	25.00	TV	choose	6	6	VBP
In addition to this , we choose the [MASK] Palace Hotel which is comfortable enough and in a good location .	[MASK]	replacement_correction	Portuguese	25.00	S	luxuery	8	7	NN
Some people usually spend more money than they have and end up [MASK] , with a lot of bills to pay .	[MASK]	replacement_correction	Portuguese	33.0	RJ	broken	12	6	NNS
I had read about [MASK] that was a very enjoyable show !	[MASK]	replacement_correction	French	23.0	W	it	4	2	PRP
I had read about it [MASK] was a very enjoyable show !	[MASK]	replacement_correction	French	23.0	W	that	5	4	WDT
I think in the [MASK] future we need to decide with the goverment .	[MASK]	replacement_correction	Spanish	20.0	DJ	nearly	4	6	RB
I think in the nearly future we need to decide with the [MASK] .	[MASK]	replacement_correction	Spanish	20.0	S	goverment	12	9	NN
There are a lot of interesting activities and [MASK] makes hard to choose only two .	[MASK]	replacement_correction	German	26.0	RA	it	8	2	PRP
In my opinion , each human being has [MASK] to be free .	[MASK]	replacement_correction	Russian	21.00	AGN	rights	8	6	NNS
She told everyone that I fancy him and everybody always [MASK] joke on it , that makes me feel so embarrised : I was very angry at that time !	[MASK]	replacement_correction	Chinese	21.0	AGV	make	10	4	VBP
She told everyone that I fancy him and everybody always make joke [MASK] it , that makes me feel so embarrised : I was very angry at that time !	[MASK]	replacement_correction	Chinese	21.0	RT	on	12	2	IN
She told everyone that I fancy him and everybody always make joke on it [MASK] that makes me feel so embarrised : I was very angry at that time !	[MASK]	replacement_correction	Chinese	21.0	RP	,	14	1	,
She told everyone that I fancy him and everybody always make joke on it , [MASK] makes me feel so embarrised : I was very angry at that time !	[MASK]	replacement_correction	Chinese	21.0	RP	that	15	4	WDT
She told everyone that I fancy him and everybody always make joke on it , that makes me feel so [MASK] : I was very angry at that time !	[MASK]	replacement_correction	Chinese	21.0	S	embarrised	20	10	JJ
In these [MASK] there are Historical paintings , antique furnitures which Chiang used .	[MASK]	replacement_correction	Chinese	36.00	S	gallaries	2	9	NNS
In these gallaries there are Historical paintings [MASK] antique furnitures which Chiang used .	[MASK]	replacement_correction	Chinese	36.00	R	,	7	1	,
In these gallaries there are Historical paintings , antique [MASK] which Chiang used .	[MASK]	replacement_correction	Chinese	36.00	CN	furnitures	9	10	NNS
I hope you will give me back the [MASK] of my ticket !	[MASK]	replacement_correction	Italian	22.0	RN	prize	8	5	NN
For example , now women do n't spend a lot of time [MASK] the kitchen , preparing the meal or washing up dishes .	[MASK]	replacement_correction	Russian	26.0	RT	at	12	2	IN
I think the modern [MASK] is very important to my life .	[MASK]	replacement_correction	Italian	22.0	S	tecnology	4	9	NN
I think the modern tecnology is very important [MASK] my life .	[MASK]	replacement_correction	Italian	22.0	RT	to	8	2	TO
I really [MASK] you to help them , I think this is a good oppotunity and I want you understand my feeling well .	[MASK]	replacement_correction	Japanese	23.0	S	recomend	2	8	VBP
I really recomend you to help them , I think this is a good [MASK] and I want you understand my feeling well .	[MASK]	replacement_correction	Japanese	23.0	S	oppotunity	14	10	NN
I really recomend you to help them , I think this is a good oppotunity and I want you [MASK] my feeling well .	[MASK]	replacement_correction	Japanese	23.0	FV	understand	19	10	VBP
This short story is about a man who is accused of having murdered a rich elderly widow who [MASK] her whole fortune to him .	[MASK]	replacement_correction	German	36.0	RV	inherited	18	9	VBD
I like going to classical concerts but at this festival the [MASK] of music were terrible .	[MASK]	replacement_correction	Russian	32.00	FN	sounds	11	6	NNS
I like going to classical concerts but at this festival the sounds of music [MASK] terrible .	[MASK]	replacement_correction	Russian	32.00	AGV	were	14	4	VBD
The second point I would like to make is about the concerts which showed people Jazz , rock and [MASK] , which were fantastic .	[MASK]	replacement_correction	Korean	23.00	RJ	classic	19	7	NN
For the activities I would like to [MASK] the Tennis activities , which I am not too bad at , and climbing , Which I have never done but must be interesting .	[MASK]	replacement_correction	Portuguese	36.0	FV	chose	7	5	VB
For the activities I would like to chose the [MASK] activities , which I am not too bad at , and climbing , Which I have never done but must be interesting .	[MASK]	replacement_correction	Portuguese	36.0	RP	Tennis	9	6	NNP
For the activities I would like to chose the Tennis activities , which I am not too bad at , and climbing , [MASK] I have never done but must be interesting .	[MASK]	replacement_correction	Portuguese	36.0	RP	Which	23	5	NNP
First thing is [MASK] computer .	[MASK]	replacement_correction	Korean	20.0	RD	a	3	1	DT
We are always trying to have more things , [MASK] in spite of care after us family , us future , or other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	RA	that	9	4	IN
We are always trying to have more things , that [MASK] spite of care after us family , us future , or other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	R	in	10	2	IN
We are always trying to have more things , that in [MASK] of care after us family , us future , or other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	R	spite	11	5	NN
We are always trying to have more things , that in spite [MASK] care after us family , us future , or other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	R	of	12	2	IN
We are always trying to have more things , that in spite of [MASK] after us family , us future , or other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	R	care	13	4	NN
We are always trying to have more things , that in spite of care [MASK] us family , us future , or other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	R	after	14	5	IN
We are always trying to have more things , that in spite of care after [MASK] family , us future , or other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	DD	us	15	2	PRP
We are always trying to have more things , that in spite of care after us family , [MASK] future , or other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	DD	us	18	2	PRP
We are always trying to have more things , that in spite of care after us family , us future , [MASK] other things which are probably more important than a new perfum .	[MASK]	replacement_correction	Italian	29.0	RC	or	21	2	CC
We are always trying to have more things , that in spite of care after us family , us future , or other things which are probably more important than a new [MASK] .	[MASK]	replacement_correction	Italian	29.0	S	perfum	32	6	NN
I was so impressed the exhibitions [MASK] the festival that you had organized .	[MASK]	replacement_correction	Japanese	23.00	RT	of	6	2	IN
I was so impressed the exhibitions of the festival that you [MASK] organized .	[MASK]	replacement_correction	Japanese	23.00	TV	had	11	3	VBD
I was so impressed the exhibitions of the festival that you had [MASK] .	[MASK]	replacement_correction	Japanese	23.00	TV	organized	12	9	VBN
Firstly , the great boom [MASK] massive comunication wich happened in the beginning of our decade , with the devellopment of telephones , radio stations , television and even satelites , and of course , the internet , gave common people the chance to take off on a trip all over the world , and this provided health and education researches to increase as well .	[MASK]	replacement_correction	Portuguese	26.0	RT	of	5	2	IN
Firstly , the great boom of [MASK] comunication wich happened in the beginning of our decade , with the devellopment of telephones , radio stations , television and even satelites , and of course , the internet , gave common people the chance to take off on a trip all over the world , and this provided health and education researches to increase as well .	[MASK]	replacement_correction	Portuguese	26.0	RJ	massive	6	7	JJ
Firstly , the great boom of massive [MASK] wich happened in the beginning of our decade , with the devellopment of telephones , radio stations , television and even satelites , and of course , the internet , gave common people the chance to take off on a trip all over the world , and this provided health and education researches to increase as well .	[MASK]	replacement_correction	Portuguese	26.0	S	comunication	7	12	NN
Firstly , the great boom of massive comunication [MASK] happened in the beginning of our decade , with the devellopment of telephones , radio stations , television and even satelites , and of course , the internet , gave common people the chance to take off on a trip all over the world , and this provided health and education researches to increase as well .	[MASK]	replacement_correction	Portuguese	26.0	S	wich	8	4	NN
